module_name,loc,ncloc,cloc,complexity,cyclomatic_complexity,depth_of_nesting,coupling,cohesion,information_flow_complexity,code_churn,change_request_backlog,pending_effort_hours,percent_reused,defect_count,defect_label
infra.cache.module_22,340,293,47,11.464,12.514,4.541,16.89,0.497,36.401,104.794,3.992,26.569,0.133,0,1
core.payment.module_23,535,444,91,17.134,20.432,5.575,7.477,0.66,55.286,104.473,4.402,34.541,0.215,3,0
services.billing.module_18,398,334,64,27.678,26.687,11.774,11.916,0.502,13.049,102.613,4.291,34.862,0.073,1,1
core.auth.module_05,299,276,23,15.627,15.064,10.95,13.557,0.56,43.019,102.122,6.437,48.798,0.114,0,0
gateway.api.module_39,405,352,53,11.918,11.047,5.812,6.328,0.274,17.599,101.847,11.0,36.697,0.176,0,0
infra.cache.module_27,190,173,17,20.726,19.925,12.814,14.791,0.576,20.872,101.621,10.023,16.475,0.267,0,0
workers.notifications.module_15,138,115,23,15.842,17.941,13.32,14.555,0.37,36.503,101.5,4.619,12.424,0.339,0,0
reports.export.module_35,187,167,20,12.206,13.477,10.174,15.273,0.612,16.625,101.444,7.739,23.995,0.183,0,0
workers.notifications.module_39,352,294,58,9.628,9.941,5.899,12.739,0.583,22.812,100.04,6.231,39.541,0.213,0,0
gateway.api.module_22,316,248,68,20.107,19.803,3.837,7.338,0.444,11.034,98.858,1.577,25.513,0.601,0,0
ui.components.module_08,313,254,59,19.803,21.641,2.309,15.034,0.542,37.786,98.843,4.694,27.409,0.196,1,0
ui.components.module_06,112,105,7,7.985,7.806,10.337,5.74,0.709,27.999,98.172,6.592,7.15,0.386,0,0
ui.components.module_06,150,140,10,20.563,20.715,6.439,16.365,0.484,23.932,96.761,4.694,16.482,0.129,0,0
services.billing.module_04,392,348,44,16.527,17.663,5.001,7.619,0.809,9.43,95.537,11.784,20.314,0.192,0,0
ui.components.module_29,79,75,4,26.47,28.49,8.566,6.045,0.828,10.344,94.531,6.185,39.064,0.141,0,0
workers.notifications.module_04,221,173,48,8.064,8.753,3.474,8.975,0.491,41.061,94.315,14.457,20.286,0.273,1,1
core.db.module_17,299,253,46,20.992,21.677,3.326,6.475,0.474,14.056,93.319,21.598,26.13,0.323,1,1
workers.notifications.module_10,161,153,8,26.54,23.943,7.56,8.778,0.478,20.377,93.271,16.082,19.051,0.23,2,0
core.auth.module_06,183,154,29,31.835,31.383,2.837,11.809,0.463,24.997,92.855,5.685,5.817,0.005,1,0
reports.export.module_16,217,172,45,13.7,15.468,7.118,14.345,0.603,27.97,92.507,14.03,16.666,0.282,1,0
ui.components.module_10,199,187,12,23.985,28.579,3.318,7.933,0.624,19.201,92.399,4.385,13.798,0.55,0,0
workers.notifications.module_34,163,145,18,31.444,35.845,8.946,5.301,0.685,31.995,91.536,3.01,47.913,0.226,1,1
infra.cache.module_20,94,90,4,34.441,39.904,7.888,13.483,0.592,21.622,91.23,4.032,3.746,0.423,0,0
workers.notifications.module_37,378,346,32,28.852,33.162,3.263,15.834,0.676,34.896,90.896,4.638,15.444,0.127,0,0
infra.cache.module_04,231,190,41,18.978,20.516,10.327,7.439,0.473,43.211,90.547,12.68,11.216,0.267,1,1
core.auth.module_29,391,338,53,14.345,13.607,14.663,22.51,0.589,12.259,90.544,7.434,8.603,0.57,1,1
workers.notifications.module_06,215,203,12,9.06,9.059,7.075,12.184,0.618,18.272,88.989,7.305,27.062,0.64,0,0
utils.formatters.module_36,91,86,5,13.162,14.732,3.336,15.607,0.476,12.424,88.844,12.925,28.059,0.648,0,0
gateway.api.module_07,366,331,35,29.517,30.857,5.221,14.94,0.476,18.513,88.701,7.911,46.339,0.126,1,1
services.billing.module_12,124,116,8,24.944,24.576,10.169,19.638,0.763,26.266,88.604,7.709,27.023,0.2,1,0
core.payment.module_33,380,347,33,27.088,29.859,6.99,12.954,0.355,38.404,88.563,9.56,16.653,0.207,0,0
ui.components.module_27,309,261,48,29.938,33.483,10.534,6.132,0.681,39.411,88.522,8.412,19.049,0.224,1,0
gateway.api.module_08,454,401,53,6.289,6.224,11.798,21.935,0.745,10.443,88.13,11.596,26.205,0.103,1,0
infra.cache.module_23,215,169,46,15.348,14.66,2.339,12.633,0.838,27.733,87.953,13.041,7.339,0.104,2,1
workers.notifications.module_33,251,223,28,14.789,14.24,5.234,12.899,0.651,41.534,87.706,5.143,32.604,0.211,0,0
core.db.module_07,351,317,34,27.022,29.34,3.999,8.119,0.485,48.242,86.535,19.006,12.532,0.621,0,0
reports.export.module_01,337,310,27,23.605,25.284,6.662,15.149,0.619,30.124,86.304,8.447,10.712,0.31,1,1
core.payment.module_22,442,403,39,26.148,28.258,2.264,10.093,0.488,34.219,86.248,2.914,28.123,0.262,0,0
ui.components.module_26,58,47,11,8.414,7.9,4.739,11.845,0.353,9.266,83.22,1.347,31.571,0.19,0,1
core.payment.module_04,389,351,38,13.265,12.231,5.762,17.715,0.404,17.507,83.051,9.474,20.367,0.552,1,1
infra.cache.module_33,132,111,21,11.721,13.095,5.707,11.459,0.504,17.616,82.555,7.778,8.547,0.467,1,1
services.billing.module_17,165,132,33,32.652,30.782,4.672,7.518,0.405,24.64,81.281,13.608,26.345,0.39,0,0
core.auth.module_13,317,280,37,13.667,12.585,11.336,11.704,0.649,16.101,80.875,19.08,18.393,0.482,1,1
services.billing.module_10,202,172,30,17.938,16.778,3.108,12.219,0.644,25.347,80.606,9.895,12.624,0.349,0,1
reports.export.module_16,425,371,54,28.041,28.015,11.554,4.066,0.727,42.415,79.709,3.248,20.762,0.453,1,0
ui.components.module_05,65,52,13,6.755,7.538,6.708,12.334,0.695,27.783,76.923,8.691,31.725,0.153,0,0
core.payment.module_33,361,338,23,40.411,47.248,8.279,9.942,0.823,30.239,74.81,4.185,9.885,0.437,3,0
utils.formatters.module_38,151,138,13,25.296,28.758,5.597,12.659,0.756,20.478,73.127,11.456,7.06,0.251,0,0
workers.notifications.module_02,233,189,44,9.512,9.591,6.637,13.147,0.648,13.334,72.888,5.555,4.376,0.178,2,0
reports.export.module_13,131,123,8,18.322,20.467,3.637,6.839,0.895,12.062,71.136,6.705,20.548,0.135,1,0
ui.components.module_15,114,95,19,16.483,16.041,8.392,13.412,0.748,1.652,70.593,3.608,17.219,0.573,1,1
services.billing.module_04,307,247,60,42.344,39.77,6.292,8.37,0.587,22.512,69.858,6.752,14.357,0.177,1,0
gateway.api.module_35,277,217,60,24.478,22.087,11.747,13.945,0.807,14.075,66.312,4.859,9.952,0.285,1,0
core.payment.module_19,277,241,36,12.325,11.689,12.687,4.334,0.597,3.966,66.109,5.765,32.576,0.294,1,0
utils.formatters.module_08,87,72,15,10.189,9.597,3.337,9.671,0.687,26.137,65.781,1.872,6.913,0.309,0,0
workers.notifications.module_30,238,194,44,3.029,3.458,9.554,5.973,0.843,14.66,65.724,7.428,8.308,0.458,0,0
utils.formatters.module_18,88,81,7,24.545,29.08,3.313,13.488,0.775,17.896,65.406,10.07,25.132,0.215,1,0
utils.formatters.module_35,146,116,30,16.441,18.749,8.948,10.46,0.787,6.031,62.186,9.031,13.286,0.339,1,0
ui.components.module_06,176,155,21,4.288,4.314,3.334,7.328,0.596,21.473,60.042,6.045,16.059,0.505,1,0
workers.notifications.module_17,248,214,34,28.956,31.387,9.5,12.906,0.624,12.691,59.181,6.484,11.828,0.12,0,0
infra.cache.module_22,209,190,19,20.113,23.519,6.197,23.304,0.628,10.905,56.252,3.582,5.63,0.321,0,0
workers.notifications.module_17,209,180,29,18.399,18.732,9.404,22.089,0.686,10.022,56.196,9.281,30.584,0.149,1,1
services.billing.module_37,160,136,24,27.634,26.003,3.366,17.998,0.534,31.66,55.08,16.35,14.997,0.375,1,0
core.payment.module_04,169,159,10,42.934,50.577,13.398,3.141,0.642,36.744,51.603,4.791,24.075,0.148,0,0
utils.formatters.module_10,98,81,17,15.076,16.714,7.877,3.724,0.763,29.36,50.747,7.808,12.533,0.145,0,0
gateway.api.module_15,362,285,77,15.279,15.629,4.507,20.154,0.664,22.331,50.278,10.25,14.243,0.097,1,0
ui.components.module_36,61,58,3,10.859,12.493,7.277,9.866,0.444,26.43,49.807,5.999,13.497,0.227,0,0
utils.formatters.module_22,186,156,30,29.527,31.304,11.135,2.342,0.453,15.371,47.393,6.818,5.202,0.169,1,0
services.billing.module_06,211,189,22,8.101,8.892,2.929,6.549,0.32,42.887,44.762,4.248,12.529,0.329,0,0
